NID,PC,Description,Length,Linestring
3760,2509,Woodlands Ave 7,0.53438,"MULTILINESTRING ((103.78533 1.44103 0,103.78571 1.44081 0,103.78582 1.44075 0),(103.78582 1.44075 0,103.78619 1.44054 0),(103.78619 1.44054 0,103.78652 1.44035 0),(103.78652 1.44035 0,103.7873 1.43992 0),(103.7873 1.43992 0,103.78747 1.43983 0,103.78763 1.43974 0),(103.78763 1.43974 0,103.78782 1.43963 0,103.78795 1.43955 0),(103.78795 1.43955 0,103.78808 1.43946 0,103.78821 1.43936 0,103.78832 1.43926 0),(103.78832 1.43926 0,103.78844 1.43913 0,103.78855 1.439 0),(103.78855 1.439 0,103.78866 1.43884 0,103.78875 1.43868 0),(103.78875 1.43868 0,103.78884 1.43851 0),(103.78884 1.43851 0,103.78896 1.43825 0),(103.78896 1.43825 0,103.78901 1.43813 0))"
3761,2508,Woodlands Ave 5,0.40121,"MULTILINESTRING ((103.78901 1.43813 0,103.78904 1.43805 0,103.78906 1.43796 0),(103.78906 1.43796 0,103.78908 1.43783 0),(103.78908 1.43783 0,103.7891 1.43763 0),(103.7891 1.43763 0,103.78911 1.43746 0,103.78911 1.4373 0,103.7891 1.43714 0,103.78908 1.43674 0),(103.78908 1.43674 0,103.78901 1.43635 0),(103.78901 1.43635 0,103.78878 1.43569 0),(103.78878 1.43569 0,103.78873 1.43548 0),(103.78873 1.43548 0,103.78859 1.43493 0),(103.78859 1.43493 0,103.78855 1.43479 0),(103.78855 1.43479 0,103.78852 1.43459 0))"
3762,2507,Woodlands Ave 1,0.31248,"MULTILINESTRING ((103.78852 1.43459 0,103.78845 1.43432 0),(103.78845 1.43432 0,103.78822 1.43357 0),(103.78822 1.43357 0,103.78818 1.43343 0,103.78811 1.43318 0),(103.78811 1.43318 0,103.78804 1.43293 0),(103.78804 1.43293 0,103.78796 1.43263 0),(103.78796 1.43263 0,103.78785 1.43223 0),(103.78785 1.43223 0,103.78783 1.43215 0),(103.78783 1.43215 0,103.78776 1.43187 0))"
3763,2506,SLE/Seletar Expy,1.24514,"MULTILINESTRING ((103.78776 1.43187 0,103.7877 1.43165 0),(103.7877 1.43165 0,103.78754 1.43105 0),(103.78754 1.43105 0,103.78743 1.43062 0),(103.78743 1.43062 0,103.78734 1.43026 0),(103.78734 1.43026 0,103.7873 1.43011 0),(103.7873 1.43011 0,103.78727 1.43002 0,103.78717 1.42964 0,103.7871 1.42937 0,103.78702 1.42907 0,103.78693 1.42868 0,103.78686 1.42831 0,103.78677 1.42789 0),(103.78677 1.42789 0,103.7867 1.42762 0,103.78662 1.42732 0,103.78653 1.42692 0,103.78646 1.42657 0),(103.78646 1.42657 0,103.78641 1.42635 0,103.78637 1.42621 0),(103.78637 1.42621 0,103.78635 1.42612 0,103.78633 1.426 0),(103.78633 1.426 0,103.7863 1.42588 0),(103.7863 1.42588 0,103.7862 1.4255 0,103.78616 1.42539 0,103.78612 1.42531 0,103.78607 1.42523 0,103.78602 1.42515 0,103.78596 1.42508 0,103.7859 1.42503 0,103.78582 1.42498 0,103.78576 1.42495 0,103.78568 1.42492 0,103.78561 1.42491 0,103.78553 1.4249 0,103.78544 1.4249 0,103.78535 1.42491 0,103.78527 1.42494 0,103.7852 1.42498 0,103.78513 1.42503 0,103.78507 1.42508 0,103.78502 1.42514 0,103.78496 1.42523 0,103.78492 1.42532 0,103.78482 1.42555 0),(103.78482 1.42555 0,103.78475 1.4257 0,103.78469 1.42582 0,103.78464 1.42591 0,103.78458 1.42599 0,103.78451 1.42607 0),(103.78451 1.42607 0,103.78442 1.42615 0,103.78432 1.42622 0,103.78422 1.42627 0,103.78409 1.42631 0,103.78393 1.42634 0,103.78373 1.42636 0,103.78329 1.42639 0,103.78292 1.42642 0,103.78253 1.42646 0))"
3764,2515,Woodlands Rd,0.11482,"MULTILINESTRING ((103.76272 1.42634 0,103.76311 1.42664 0),(103.76311 1.42664 0,103.76321 1.42671 0),(103.76321 1.42671 0,103.76354 1.42697 0))"
3765,2514,BKE/Bukit Timah Expy/Woodlands Flyover,0.80628,"MULTILINESTRING ((103.76354 1.42697 0,103.76375 1.42712 0,103.76403 1.42733 0,103.76429 1.42751 0,103.76456 1.42767 0,103.76481 1.4278 0,103.765 1.4279 0,103.76518 1.42799 0,103.76541 1.42811 0,103.76563 1.42823 0),(103.76563 1.42823 0,103.7658 1.42833 0),(103.7658 1.42833 0,103.76591 1.42841 0,103.76603 1.4285 0,103.76613 1.42859 0),(103.76613 1.42859 0,103.76626 1.42873 0,103.76643 1.42892 0,103.7666 1.42916 0,103.76673 1.42938 0,103.76687 1.42963 0,103.76699 1.42985 0,103.76711 1.43005 0,103.76721 1.4302 0,103.76733 1.43036 0,103.76743 1.43049 0),(103.76743 1.43049 0,103.76747 1.43053 0,103.76759 1.43066 0),(103.76759 1.43066 0,103.76771 1.43077 0,103.76779 1.43084 0),(103.76779 1.43084 0,103.7679 1.43092 0,103.76799 1.43098 0),(103.76799 1.43098 0,103.76821 1.43113 0,103.76836 1.43122 0,103.7685 1.4313 0),(103.7685 1.4313 0,103.76868 1.4314 0),(103.76868 1.4314 0,103.76885 1.43149 0),(103.76885 1.43149 0,103.76898 1.43155 0))"
3766,2513,Woodlands Centre Rd/Woodlands Ave 1,0.4363,"MULTILINESTRING ((103.76898 1.43155 0,103.76913 1.4316 0),(103.76913 1.4316 0,103.7693 1.43165 0,103.76948 1.43169 0,103.76967 1.43173 0,103.77029 1.43184 0),(103.77029 1.43184 0,103.77058 1.43189 0,103.77138 1.43202 0),(103.77138 1.43202 0,103.77178 1.43209 0),(103.77178 1.43209 0,103.77221 1.43217 0),(103.77221 1.43217 0,103.7725 1.43222 0),(103.7725 1.43222 0,103.77285 1.43229 0))"
3767,2512,Woodlands Ave 5,1.28024,"MULTILINESTRING ((103.77285 1.43229 0,103.77297 1.4323 0),(103.77297 1.4323 0,103.77307 1.43231 0),(103.77307 1.43231 0,103.7732 1.43231 0,103.77359 1.43231 0),(103.77359 1.43231 0,103.77395 1.43231 0),(103.77395 1.43231 0,103.77488 1.43232 0,103.77497 1.43232 0),(103.77497 1.43232 0,103.77524 1.43232 0),(103.77524 1.43232 0,103.7756 1.43232 0),(103.7756 1.43232 0,103.776 1.43232 0),(103.776 1.43232 0,103.77715 1.43231 0,103.77789 1.43231 0),(103.77789 1.43231 0,103.77818 1.43232 0,103.77852 1.43234 0,103.77867 1.43236 0),(103.77867 1.43236 0,103.7788 1.43238 0),(103.7788 1.43238 0,103.77904 1.43242 0,103.77936 1.4325 0),(103.77936 1.4325 0,103.77969 1.4326 0,103.77981 1.43265 0),(103.77981 1.43265 0,103.78 1.43272 0,103.7801 1.43276 0),(103.7801 1.43276 0,103.78031 1.43286 0,103.78061 1.43302 0,103.78088 1.43319 0,103.78116 1.43339 0,103.78137 1.43356 0),(103.78137 1.43356 0,103.78151 1.43368 0,103.78165 1.43381 0),(103.78165 1.43381 0,103.78173 1.43389 0),(103.78173 1.43389 0,103.78187 1.43403 0,103.78193 1.43409 0),(103.78193 1.43409 0,103.78236 1.43452 0),(103.78236 1.43452 0,103.78253 1.4347 0),(103.78253 1.4347 0,103.78292 1.43507 0),(103.78292 1.43507 0,103.78303 1.43516 0,103.78312 1.43522 0,103.78321 1.43528 0),(103.78321 1.43528 0,103.78334 1.43536 0))"
3768,2512,Woodlands Ave 5,0.01695,"MULTILINESTRING ((103.78343 1.43528 0,103.7833 1.4352 0))"
3769,2513,Woodlands Centre Rd/Woodlands Ave 1,1.27399,"MULTILINESTRING ((103.7833 1.4352 0,103.78322 1.43515 0,103.78313 1.43508 0),(103.78313 1.43508 0,103.78304 1.435 0,103.78291 1.43488 0,103.78264 1.43461 0),(103.78264 1.43461 0,103.78254 1.43451 0),(103.78254 1.43451 0,103.78241 1.43438 0),(103.78241 1.43438 0,103.78222 1.43419 0),(103.78222 1.43419 0,103.78214 1.43412 0,103.78188 1.43387 0,103.78182 1.43381 0),(103.78182 1.43381 0,103.78172 1.43371 0),(103.78172 1.43371 0,103.78161 1.4336 0,103.78146 1.43346 0),(103.78146 1.43346 0,103.78124 1.43327 0,103.78095 1.43305 0,103.78074 1.43291 0,103.78049 1.43278 0,103.78021 1.43266 0,103.77993 1.43255 0),(103.77993 1.43255 0,103.77966 1.43246 0,103.77942 1.43238 0),(103.77942 1.43238 0,103.77906 1.4323 0),(103.77906 1.4323 0,103.77879 1.43225 0,103.7785 1.4322 0,103.77823 1.43218 0,103.77788 1.43217 0),(103.77788 1.43217 0,103.77715 1.43217 0),(103.77715 1.43217 0,103.77692 1.43217 0,103.77624 1.43218 0),(103.77624 1.43218 0,103.77563 1.43218 0),(103.77563 1.43218 0,103.77524 1.43218 0),(103.77524 1.43218 0,103.77488 1.43218 0),(103.77488 1.43218 0,103.7743 1.43218 0),(103.7743 1.43218 0,103.77396 1.43218 0),(103.77396 1.43218 0,103.7736 1.43218 0),(103.7736 1.43218 0,103.77338 1.43217 0),(103.77338 1.43217 0,103.77317 1.43216 0),(103.77317 1.43216 0,103.77303 1.43215 0,103.77293 1.43214 0))"
3770,2514,BKE/Bukit Timah Expy/Woodlands Flyover,0.54512,"MULTILINESTRING ((103.77293 1.43214 0,103.77284 1.43213 0),(103.77284 1.43213 0,103.77274 1.43211 0,103.77255 1.43207 0),(103.77255 1.43207 0,103.77179 1.43194 0),(103.77179 1.43194 0,103.77143 1.43188 0),(103.77143 1.43188 0,103.77072 1.43176 0),(103.77072 1.43176 0,103.77032 1.43169 0),(103.77032 1.43169 0,103.76986 1.43161 0),(103.76986 1.43161 0,103.76962 1.43156 0,103.7694 1.43151 0,103.76917 1.43145 0),(103.76917 1.43145 0,103.76901 1.4314 0,103.76888 1.43135 0),(103.76888 1.43135 0,103.76875 1.4313 0),(103.76875 1.4313 0,103.76861 1.43123 0,103.76848 1.43116 0),(103.76848 1.43116 0,103.76833 1.43108 0,103.76822 1.43101 0,103.76813 1.43095 0))"
3771,2515,Woodlands Rd,0.75016,"MULTILINESTRING ((103.76813 1.43095 0,103.76798 1.43083 0,103.76784 1.43071 0,103.76768 1.43056 0),(103.76768 1.43056 0,103.76755 1.43042 0,103.76744 1.43029 0,103.76732 1.43013 0,103.76722 1.42998 0,103.76715 1.42986 0,103.767 1.42958 0,103.76685 1.42932 0,103.76678 1.42919 0,103.76669 1.42905 0,103.76661 1.42894 0,103.7665 1.42879 0,103.76638 1.42865 0,103.76623 1.42849 0),(103.76623 1.42849 0,103.76608 1.42837 0,103.76595 1.42827 0,103.76582 1.42818 0,103.76567 1.42809 0,103.76551 1.428 0,103.76519 1.42784 0,103.76491 1.4277 0,103.76462 1.42755 0,103.76433 1.42738 0,103.7641 1.42721 0,103.76406 1.42718 0),(103.76406 1.42718 0,103.76384 1.42701 0),(103.76384 1.42701 0,103.7636 1.42683 0),(103.7636 1.42683 0,103.76329 1.42659 0),(103.76329 1.42659 0,103.7632 1.42652 0))"
3772,2506,SLE/Seletar Expy,0.73264,"MULTILINESTRING ((103.78679 1.42612 0,103.78635 1.42612 0),(103.78635 1.42612 0,103.78625 1.42612 0,103.78598 1.42613 0,103.78582 1.42613 0,103.78564 1.42612 0),(103.78564 1.42612 0,103.78552 1.4261 0,103.78541 1.42607 0,103.78535 1.42604 0),(103.78535 1.42604 0,103.78532 1.42603 0,103.78524 1.42598 0,103.78516 1.42592 0),(103.78516 1.42592 0,103.78511 1.42586 0,103.78507 1.42579 0,103.78503 1.4257 0,103.78501 1.4256 0,103.785 1.42551 0,103.78501 1.42543 0,103.78503 1.42535 0,103.78507 1.42527 0,103.78512 1.4252 0,103.78518 1.42514 0,103.78526 1.42508 0,103.78536 1.42503 0,103.78548 1.42501 0,103.7856 1.42501 0,103.78571 1.42504 0,103.78579 1.42508 0,103.78586 1.42513 0,103.78593 1.42519 0,103.786 1.42527 0,103.78605 1.42537 0,103.7861 1.42551 0,103.78617 1.42576 0,103.7862 1.4259 0),(103.7862 1.4259 0,103.78625 1.42612 0,103.78628 1.42623 0),(103.78628 1.42623 0,103.78631 1.42637 0),(103.78631 1.42637 0,103.78635 1.42659 0),(103.78635 1.42659 0,103.78651 1.42738 0,103.78664 1.42801 0),(103.78664 1.42801 0,103.7867 1.4283 0))"
3773,2507,Woodlands Ave 1,0.47413,"MULTILINESTRING ((103.7867 1.4283 0,103.78672 1.42839 0),(103.78672 1.42839 0,103.7868 1.42874 0,103.78689 1.42912 0,103.78697 1.42943 0,103.7871 1.42994 0),(103.7871 1.42994 0,103.7872 1.4303 0),(103.7872 1.4303 0,103.78729 1.43065 0),(103.78729 1.43065 0,103.78748 1.43136 0),(103.78748 1.43136 0,103.78756 1.43168 0),(103.78756 1.43168 0,103.78769 1.43214 0),(103.78769 1.43214 0,103.7877 1.43219 0),(103.7877 1.43219 0,103.78777 1.43245 0))"
3774,2508,Woodlands Ave 5,0.34089,"MULTILINESTRING ((103.78777 1.43245 0,103.78789 1.43292 0,103.78795 1.43313 0),(103.78795 1.43313 0,103.78797 1.43322 0),(103.78797 1.43322 0,103.78807 1.43361 0),(103.78807 1.43361 0,103.78815 1.43394 0),(103.78815 1.43394 0,103.7882 1.43415 0,103.78825 1.43437 0),(103.78825 1.43437 0,103.7883 1.43459 0,103.78832 1.43467 0),(103.78832 1.43467 0,103.78834 1.43473 0),(103.78834 1.43473 0,103.78838 1.43488 0),(103.78838 1.43488 0,103.78846 1.43516 0),(103.78846 1.43516 0,103.78851 1.4353 0,103.78855 1.43543 0))"
3775,2509,Woodlands Ave 7,0.31666,"MULTILINESTRING ((103.78855 1.43543 0,103.78863 1.43572 0),(103.78863 1.43572 0,103.78885 1.43639 0),(103.78885 1.43639 0,103.78895 1.43675 0),(103.78895 1.43675 0,103.78897 1.43714 0,103.78898 1.43733 0),(103.78898 1.43733 0,103.78897 1.43748 0,103.78896 1.43762 0),(103.78896 1.43762 0,103.78892 1.43785 0),(103.78892 1.43785 0,103.78891 1.43791 0),(103.78891 1.43791 0,103.78889 1.43799 0,103.78887 1.43804 0),(103.78887 1.43804 0,103.78886 1.43808 0),(103.78886 1.43808 0,103.78881 1.43821 0))"
3776,2510,Woodlands Ave 9/Woodlands Ave 5,0.57041,"MULTILINESTRING ((103.78881 1.43821 0,103.78875 1.43835 0,103.78871 1.43844 0,103.78865 1.43854 0),(103.78865 1.43854 0,103.78858 1.43866 0),(103.78858 1.43866 0,103.78847 1.43882 0,103.78835 1.43897 0),(103.78835 1.43897 0,103.78821 1.43913 0),(103.78821 1.43913 0,103.7881 1.43923 0,103.78798 1.43932 0,103.78785 1.4394 0),(103.78785 1.4394 0,103.7877 1.4395 0,103.78755 1.43959 0),(103.78755 1.43959 0,103.78723 1.43977 0),(103.78723 1.43977 0,103.78644 1.44022 0),(103.78644 1.44022 0,103.7861 1.44042 0),(103.7861 1.44042 0,103.78568 1.44067 0),(103.78568 1.44067 0,103.78547 1.4408 0),(103.78547 1.4408 0,103.78527 1.44092 0),(103.78527 1.44092 0,103.78506 1.44104 0),(103.78506 1.44104 0,103.78495 1.44111 0),(103.78495 1.44111 0,103.78478 1.44124 0))"
3777,2521,Woodlands Ave 1,0.03804,"MULTILINESTRING ((103.79134 1.42998 0,103.79148 1.43003 0),(103.79148 1.43003 0,103.79158 1.43006 0),(103.79158 1.43006 0,103.79175 1.43011 0))"
3778,2520,Woodlands Ave 5,0.59556,"MULTILINESTRING ((103.79175 1.43011 0,103.79209 1.43021 0,103.79231 1.43029 0,103.7924 1.43033 0,103.79252 1.43039 0,103.79264 1.43046 0,103.79278 1.43056 0,103.79287 1.43063 0,103.79297 1.43072 0,103.79308 1.43082 0),(103.79308 1.43082 0,103.79313 1.43088 0,103.79327 1.43106 0,103.79347 1.43136 0),(103.79347 1.43136 0,103.79359 1.43159 0,103.79364 1.43169 0,103.79369 1.43182 0),(103.79369 1.43182 0,103.79409 1.43249 0,103.79441 1.43309 0,103.79443 1.43313 0),(103.79443 1.43313 0,103.79449 1.43325 0,103.79458 1.43341 0),(103.79458 1.43341 0,103.79468 1.43357 0),(103.79468 1.43357 0,103.79481 1.43378 0),(103.79481 1.43378 0,103.7949 1.4339 0),(103.7949 1.4339 0,103.79502 1.43411 0))"
3779,2519,Woodlands Ave 7,0.61737,"MULTILINESTRING ((103.79502 1.43411 0,103.79508 1.43422 0),(103.79508 1.43422 0,103.79528 1.43457 0),(103.79528 1.43457 0,103.79543 1.43481 0),(103.79543 1.43481 0,103.79554 1.435 0,103.7957 1.4353 0,103.79577 1.43547 0),(103.79577 1.43547 0,103.79581 1.43563 0,103.79583 1.4358 0,103.79584 1.43608 0,103.79583 1.43631 0,103.79582 1.43646 0,103.79581 1.43686 0),(103.79581 1.43686 0,103.79581 1.43694 0),(103.79581 1.43694 0,103.79579 1.43715 0,103.79575 1.43757 0),(103.79575 1.43757 0,103.79574 1.43772 0,103.79573 1.43795 0),(103.79573 1.43795 0,103.79573 1.43808 0,103.79571 1.43826 0,103.7957 1.43847 0,103.79569 1.43857 0,103.79568 1.43872 0),(103.79568 1.43872 0,103.79567 1.43894 0,103.79567 1.43899 0),(103.79567 1.43899 0,103.79566 1.43911 0),(103.79566 1.43911 0,103.79566 1.43916 0),(103.79566 1.43916 0,103.79565 1.43929 0),(103.79565 1.43929 0,103.79563 1.43948 0))"
3780,2518,Woodlands Ave 9,0.86561,"MULTILINESTRING ((103.79563 1.43948 0,103.79561 1.43981 0,103.79559 1.44032 0),(103.79559 1.44032 0,103.79554 1.44104 0),(103.79554 1.44104 0,103.79551 1.44122 0,103.79547 1.44134 0,103.79543 1.44143 0,103.79538 1.44154 0,103.79532 1.44165 0),(103.79532 1.44165 0,103.79495 1.44218 0),(103.79495 1.44218 0,103.79478 1.44241 0),(103.79478 1.44241 0,103.7943 1.44308 0),(103.7943 1.44308 0,103.79406 1.44342 0),(103.79406 1.44342 0,103.79351 1.44417 0),(103.79351 1.44417 0,103.79335 1.44438 0),(103.79335 1.44438 0,103.79331 1.44443 0),(103.79331 1.44443 0,103.79292 1.44493 0,103.79284 1.44505 0),(103.79284 1.44505 0,103.79277 1.44515 0,103.79271 1.44525 0),(103.79271 1.44525 0,103.79265 1.44537 0,103.7926 1.44549 0),(103.7926 1.44549 0,103.79252 1.44572 0),(103.79252 1.44572 0,103.79243 1.44599 0),(103.79243 1.44599 0,103.79238 1.44613 0),(103.79238 1.44613 0,103.79231 1.44633 0))"
3781,2517,Admiralty Rd,0.6618,"MULTILINESTRING ((103.79231 1.44633 0,103.79222 1.44661 0),(103.79222 1.44661 0,103.79201 1.44725 0),(103.79201 1.44725 0,103.79185 1.44771 0,103.79155 1.4486 0,103.79145 1.4489 0),(103.79145 1.4489 0,103.79139 1.44908 0),(103.79139 1.44908 0,103.79124 1.44951 0),(103.79124 1.44951 0,103.79108 1.44997 0),(103.79108 1.44997 0,103.7908 1.45073 0),(103.7908 1.45073 0,103.79062 1.45122 0),(103.79062 1.45122 0,103.79053 1.45146 0),(103.79053 1.45146 0,103.79043 1.45173 0),(103.79043 1.45173 0,103.79035 1.45198 0))"
3782,2517,Admiralty Rd,0.02554,"MULTILINESTRING ((103.79047 1.45201 0,103.79054 1.45179 0))"
3783,2518,Woodlands Ave 9,0.70138,"MULTILINESTRING ((103.79054 1.45179 0,103.79063 1.45148 0),(103.79063 1.45148 0,103.79077 1.45104 0,103.79095 1.45055 0),(103.79095 1.45055 0,103.7911 1.45016 0,103.79116 1.44999 0),(103.79116 1.44999 0,103.79188 1.44791 0),(103.79188 1.44791 0,103.7921 1.44729 0),(103.7921 1.44729 0,103.79232 1.44666 0),(103.79232 1.44666 0,103.79239 1.44643 0),(103.79239 1.44643 0,103.79248 1.44616 0),(103.79248 1.44616 0,103.79253 1.44602 0),(103.79253 1.44602 0,103.79257 1.44591 0),(103.79257 1.44591 0,103.79261 1.4458 0))"
3784,2519,Woodlands Ave 7,0.85781,"MULTILINESTRING ((103.79261 1.4458 0,103.7927 1.44556 0,103.79272 1.44551 0),(103.79272 1.44551 0,103.79277 1.44538 0,103.79283 1.44524 0,103.79293 1.44507 0),(103.79293 1.44507 0,103.79299 1.44498 0,103.79306 1.44488 0,103.79338 1.44448 0),(103.79338 1.44448 0,103.79342 1.44443 0),(103.79342 1.44443 0,103.79358 1.44421 0),(103.79358 1.44421 0,103.79413 1.44346 0),(103.79413 1.44346 0,103.7943 1.44323 0),(103.7943 1.44323 0,103.79438 1.44313 0),(103.79438 1.44313 0,103.79477 1.44261 0,103.79487 1.44248 0),(103.79487 1.44248 0,103.79505 1.44224 0),(103.79505 1.44224 0,103.79529 1.44191 0),(103.79529 1.44191 0,103.79531 1.44188 0,103.79541 1.44173 0),(103.79541 1.44173 0,103.7955 1.44154 0,103.79556 1.44138 0,103.7956 1.44123 0,103.79564 1.44102 0),(103.79564 1.44102 0,103.79566 1.4408 0,103.79568 1.44046 0,103.79574 1.43979 0),(103.79574 1.43979 0,103.79576 1.4395 0),(103.79576 1.4395 0,103.79577 1.43941 0),(103.79577 1.43941 0,103.79578 1.4393 0),(103.79578 1.4393 0,103.79579 1.43917 0),(103.79579 1.43917 0,103.79579 1.43912 0),(103.79579 1.43912 0,103.7958 1.43899 0))"
3785,2520,Woodlands Ave 5,0.64278,"MULTILINESTRING ((103.7958 1.43899 0,103.7958 1.43895 0,103.79581 1.43872 0),(103.79581 1.43872 0,103.79581 1.43866 0,103.79581 1.43847 0,103.79582 1.43827 0,103.79581 1.43808 0,103.79582 1.43795 0),(103.79582 1.43795 0,103.79583 1.43779 0,103.79584 1.43757 0),(103.79584 1.43757 0,103.79588 1.43694 0),(103.79588 1.43694 0,103.79588 1.43686 0),(103.79588 1.43686 0,103.79589 1.4367 0),(103.79589 1.4367 0,103.7959 1.43649 0),(103.7959 1.43649 0,103.79591 1.43615 0,103.79591 1.43594 0,103.7959 1.43577 0,103.79588 1.43561 0,103.79584 1.43546 0,103.7958 1.43536 0),(103.7958 1.43536 0,103.79572 1.43518 0,103.79549 1.43478 0),(103.79549 1.43478 0,103.79534 1.43455 0),(103.79534 1.43455 0,103.79522 1.43434 0),(103.79522 1.43434 0,103.79519 1.43429 0,103.79509 1.4341 0),(103.79509 1.4341 0,103.795 1.43392 0),(103.795 1.43392 0,103.79497 1.43387 0),(103.79497 1.43387 0,103.79491 1.43374 0),(103.79491 1.43374 0,103.79478 1.43349 0))"
3786,2521,Woodlands Ave 1,0.55362,"MULTILINESTRING ((103.79478 1.43349 0,103.79466 1.4333 0),(103.79466 1.4333 0,103.79452 1.43307 0),(103.79452 1.43307 0,103.79408 1.43229 0,103.79405 1.43224 0),(103.79405 1.43224 0,103.79385 1.43189 0),(103.79385 1.43189 0,103.79378 1.43178 0),(103.79378 1.43178 0,103.79372 1.43169 0,103.79368 1.43162 0),(103.79368 1.43162 0,103.79351 1.43132 0),(103.79351 1.43132 0,103.79339 1.43114 0,103.79331 1.43102 0,103.79324 1.43093 0,103.79312 1.43078 0),(103.79312 1.43078 0,103.79302 1.43068 0,103.79284 1.43053 0,103.79264 1.43039 0),(103.79264 1.43039 0,103.79246 1.43029 0,103.79242 1.43027 0,103.7923 1.43022 0),(103.7923 1.43022 0,103.79182 1.43005 0),(103.79182 1.43005 0,103.79161 1.42998 0),(103.79161 1.42998 0,103.7915 1.42995 0))"
3787,2527,Woodlands Ave 12,0.0111,"MULTILINESTRING ((103.80348 1.43219 0,103.80343 1.43223 0),(103.80343 1.43223 0,103.8034 1.43225 0))"
3788,2526,Woodlands Ave 6,0.25451,"MULTILINESTRING ((103.8034 1.43225 0,103.80322 1.43242 0),(103.80322 1.43242 0,103.80307 1.43254 0,103.80293 1.43264 0,103.80275 1.43274 0,103.80262 1.4328 0,103.80247 1.43286 0,103.80229 1.43292 0),(103.80229 1.43292 0,103.80209 1.43297 0,103.8019 1.43299 0),(103.8019 1.43299 0,103.80158 1.433 0),(103.80158 1.433 0,103.80147 1.433 0),(103.80147 1.433 0,103.80132 1.433 0))"
3789,2525,Woodlands Ave 4,0.75827,"MULTILINESTRING ((103.80132 1.433 0,103.80073 1.43302 0),(103.80073 1.43302 0,103.7993 1.433 0),(103.7993 1.433 0,103.79895 1.433 0),(103.79895 1.433 0,103.79877 1.433 0),(103.79877 1.433 0,103.79855 1.433 0),(103.79855 1.433 0,103.79824 1.43301 0,103.79787 1.43304 0),(103.79787 1.43304 0,103.79754 1.43308 0),(103.79754 1.43308 0,103.79727 1.43311 0),(103.79727 1.43311 0,103.79699 1.43315 0,103.79672 1.4332 0),(103.79672 1.4332 0,103.79653 1.43324 0,103.79635 1.43328 0),(103.79635 1.43328 0,103.79607 1.43335 0,103.79573 1.43345 0,103.79561 1.43349 0),(103.79561 1.43349 0,103.79542 1.43355 0,103.79509 1.43367 0),(103.79509 1.43367 0,103.79498 1.43371 0),(103.79498 1.43371 0,103.79491 1.43374 0),(103.79491 1.43374 0,103.79481 1.43378 0),(103.79481 1.43378 0,103.79462 1.43385 0))"
3790,2524,Woodlands Ave 2,0.76196,"MULTILINESTRING ((103.79462 1.43385 0,103.79434 1.43397 0,103.79403 1.43412 0,103.7937 1.4343 0,103.79349 1.43442 0,103.79324 1.43456 0,103.79307 1.43465 0),(103.79307 1.43465 0,103.79292 1.43472 0,103.79274 1.4348 0),(103.79274 1.4348 0,103.79247 1.4349 0,103.79223 1.43498 0),(103.79223 1.43498 0,103.79198 1.43505 0,103.79171 1.43511 0,103.79147 1.43515 0,103.79108 1.43518 0),(103.79108 1.43518 0,103.79105 1.43518 0),(103.79105 1.43518 0,103.79078 1.43517 0),(103.79078 1.43517 0,103.7906 1.43517 0,103.79028 1.43517 0,103.7899 1.43512 0,103.78949 1.43505 0),(103.78949 1.43505 0,103.78924 1.435 0),(103.78924 1.435 0,103.78897 1.43489 0),(103.78897 1.43489 0,103.78859 1.4348 0),(103.78859 1.4348 0,103.78855 1.43479 0),(103.78855 1.43479 0,103.78844 1.43476 0,103.78834 1.43473 0),(103.78834 1.43473 0,103.78822 1.4347 0),(103.78822 1.4347 0,103.78811 1.43468 0))"
3791,2523,Woodlands Ave 3,0.59886,"MULTILINESTRING ((103.78811 1.43468 0,103.78775 1.43459 0),(103.78775 1.43459 0,103.78748 1.43453 0),(103.78748 1.43453 0,103.7872 1.43446 0),(103.7872 1.43446 0,103.78703 1.43443 0,103.78685 1.43441 0),(103.78685 1.43441 0,103.78667 1.43437 0,103.78649 1.43434 0,103.78634 1.43432 0),(103.78634 1.43432 0,103.78618 1.4343 0),(103.78618 1.4343 0,103.78594 1.43429 0,103.78568 1.4343 0,103.7855 1.43431 0,103.78529 1.43433 0,103.78524 1.43434 0),(103.78524 1.43434 0,103.7852 1.43434 0),(103.7852 1.43434 0,103.78511 1.43436 0),(103.78511 1.43436 0,103.78493 1.4344 0,103.78471 1.43446 0),(103.78471 1.43446 0,103.78452 1.43452 0,103.78435 1.43458 0,103.78414 1.43467 0),(103.78414 1.43467 0,103.78391 1.43479 0,103.78381 1.43485 0),(103.78381 1.43485 0,103.78367 1.43493 0),(103.78367 1.43493 0,103.78347 1.43507 0),(103.78347 1.43507 0,103.78333 1.43518 0),(103.78333 1.43518 0,103.7833 1.4352 0),(103.7833 1.4352 0,103.78321 1.43528 0),(103.78321 1.43528 0,103.78314 1.43535 0,103.78307 1.43543 0))"
